,Screen Name,Tweet,Date,Compound Score,Positive Score,Negative Score,Neutral Score,Tweets Ago
277,CNN,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/ByWMuyNNrU https://t.co/2HETOC1giC,Sat Mar 31 04:31:05 +0000 2018,0.4404,0.153,0.0,0.847,78
278,CNN,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/PDc0nZA1n5",Sat Mar 31 04:16:00 +0000 2018,0.2732,0.1,0.0,0.9,79
279,CNN,"Would you ride in this ""Roseanne"" car? A New York City subway train car was transformed to resemble Roseanne's livi… https://t.co/jn8FRusjFB",Sat Mar 31 04:16:00 +0000 2018,0.0,0.0,0.0,1.0,80
280,CNN,"This curious cheetah hopped into a car on a safari trip. Thankfully, everyone remained calm, and no one was hurt… https://t.co/q0l42J3hzo",Sat Mar 31 04:02:20 +0000 2018,0.6369,0.301,0.089,0.61,81
281,CNN,"From revolution to reform, how did the Vatican respond to the splintering of a once universal Catholic church?… https://t.co/tYpjnWu1vS",Sat Mar 31 03:45:16 +0000 2018,0.0,0.0,0.0,1.0,82
282,CNN,"Dr. Bennet Omalu, a pioneering pathologist credited with discovering CTE, spoke Friday about the findings of his th… https://t.co/MYDJGw3Wvv",Sat Mar 31 03:31:01 +0000 2018,0.3612,0.128,0.0,0.872,83
283,CNN,Ethan Sonneborn is 13 and he's running to be the next governor of Vermont https://t.co/aNi6zLG7st https://t.co/S5nfZMvWap,Sat Mar 31 03:16:02 +0000 2018,0.0,0.0,0.0,1.0,84
284,CNN,The White House office that vets appointees is inexperienced and understaffed -- and aides played a drinking game i… https://t.co/Kk1Vx3KkaL,Sat Mar 31 03:06:02 +0000 2018,0.34,0.118,0.0,0.882,85
285,CNN,"To critics who say she should ""go away"" after losing to Trump, Hillary Clinton says, ""they never said that to any m… https://t.co/C4BluiJ1DU",Sat Mar 31 03:01:02 +0000 2018,-0.5859,0.0,0.186,0.814,86
286,CNN,RT @CNNTonight: Rep. Ted Lieu says US Attorney General Jeff Sessions made the right call in appointing a prosecutor to investigate claims o…,Sat Mar 31 02:58:30 +0000 2018,0.0,0.0,0.0,1.0,87
287,CNN,An official with the US Immigration and Customs Enforcement office in San Francisco apologized for posting an image… https://t.co/kjCGRIXtEJ,Sat Mar 31 02:46:06 +0000 2018,0.3182,0.113,0.0,0.887,88
288,CNN,Mississippi State is heading to the NCAA women's national championship game after beating Louisville 73-63 in overt… https://t.co/6AjYA3iWuq,Sat Mar 31 02:31:09 +0000 2018,-0.0258,0.132,0.137,0.731,89
289,CNN,Is India distancing itself from the Tibetan exile community six decades after the Dalai Lama fled to the country?… https://t.co/ZMPZV96hPG,Sat Mar 31 02:24:33 +0000 2018,0.0,0.0,0.0,1.0,90
290,CNN,Google's Clips camera automates aspects of the picture-taking process. But can it replace photographers with an alg… https://t.co/mU5I2iTH6G,Sat Mar 31 02:13:36 +0000 2018,0.0,0.0,0.0,1.0,91
291,CNN,"""When the fire alarm went off in my gym the other morning, barely anyone paid attention. ... Many of us are equally… https://t.co/RR9qfL7SoF",Sat Mar 31 02:03:28 +0000 2018,-0.5859,0.0,0.186,0.814,92
292,CNN,"""What is odd and unprecedented is to have your daughter, your son-in-law, your pilot, your physician - you can go d… https://t.co/pvsnU5lzf4",Sat Mar 31 01:53:43 +0000 2018,-0.3182,0.0,0.103,0.897,93
293,CNN,"""Holy hazelnut mocha! California may now be placing a warning label on coffee,"" writes David Wheeler via @CNNOpinion https://t.co/8NtGC9w49U",Sat Mar 31 01:53:17 +0000 2018,-0.4003,0.0,0.137,0.863,94
294,CNN,"RT @OutFrontCNN: ""His misuse of taxpayer dollars over and over again is really what's concerning...I think he should resign. If he doesn't…",Sat Mar 31 01:52:26 +0000 2018,-0.34,0.0,0.103,0.897,95
295,CNN,Dennis Rodman weighs in on the prospect of a meeting between US President Donald Trump and North Korean leader Kim… https://t.co/lZuOx6IGW1,Sat Mar 31 01:48:59 +0000 2018,0.296,0.104,0.0,0.896,96
296,CNN,"RT @AC360: ""He simply is not qualified to take on one of the most complicated health care management jobs in the world."" - Norman Eisen on…",Sat Mar 31 01:43:14 +0000 2018,0.5367,0.126,0.0,0.874,97
297,CNN,"President Trump likes ""Roseanne?"" Of course he does | By Dean Obeidallah via @CNNOpinion https://t.co/kctMHQG3a9 https://t.co/1ik8vALq8E",Sat Mar 31 01:42:53 +0000 2018,0.4215,0.167,0.0,0.833,98
298,CNN,"""Our fight can be any woman's fight."" Brazilian sports journalists may be having their #MeToo moment https://t.co/cQGYzfkVeU",Sat Mar 31 01:38:05 +0000 2018,-0.3818,0.0,0.14,0.86,99
299,CNN,A federal judge has ruled against the Trump administration -- for now -- in a case brought by lawyers for pregnant… https://t.co/CM7Uav1f6b,Sat Mar 31 01:27:52 +0000 2018,0.0,0.0,0.0,1.0,100
300,FoxNews,"Carter Page: ""I've never spoken to Donald #Trump in my entire life."" https://t.co/8HzkjYoA0g @WattersWorld https://t.co/9pYpwDk6DR",Sun Apr 01 00:17:45 +0000 2018,0.0,0.0,0.0,1.0,1
301,FoxNews,Gun rights activists hand out high-capacity magazines at Vermont rally https://t.co/DZBBUNQDwI,Sun Apr 01 00:14:50 +0000 2018,0.2023,0.219,0.164,0.616,2
302,FoxNews,Teens begin Mississippi-to-Memphis march in honor of King https://t.co/2NMsPHKwxA,Sun Apr 01 00:10:32 +0000 2018,0.4939,0.286,0.0,0.714,3
303,FoxNews,Swedish agency nixes booklet for immigrants on child marriage https://t.co/Oal2TVzeSx,Sat Mar 31 23:57:32 +0000 2018,0.0,0.0,0.0,1.0,4
304,FoxNews,New York Auto Show opens to the public and debuts brand new vehicles https://t.co/DlOEonqpOb,Sat Mar 31 23:54:55 +0000 2018,0.0,0.0,0.0,1.0,5
305,FoxNews,Footage shows Texas man pointing gun at officer before being shot to death https://t.co/bLbK9DlfL8,Sat Mar 31 23:48:03 +0000 2018,-0.743,0.0,0.344,0.656,6
306,FoxNews,.@chrissyteigen 'grew up' with 'Roseanne' but says she will not watch reboot https://t.co/pthlGFnWQH,Sat Mar 31 23:45:27 +0000 2018,0.0,0.0,0.0,1.0,7
307,FoxNews,"Federal prosecutor evaluating alleged FBI, DOJ wrongdoing, no second special counsel for now https://t.co/RE9wFw2qSZ https://t.co/aQapBLcfVz",Sat Mar 31 23:40:48 +0000 2018,0.128,0.151,0.123,0.726,8
308,FoxNews,#Trump rips California governor for pardoning ex-cons facing deportation https://t.co/ylWu7LJnfa,Sat Mar 31 23:38:50 +0000 2018,0.4019,0.231,0.0,0.769,9
309,FoxNews,Fifth straight day of Sacramento protests over fatal police shooting of Stephon Clark https://t.co/TwQ8ED7rbu https://t.co/lF6tD55aWT,Sat Mar 31 23:34:56 +0000 2018,-0.5423,0.098,0.28,0.622,10
310,FoxNews,"Two boys tried to steal pizza delivery car but could not drive stick, cops say https://t.co/gJ0MQYHDXV",Sat Mar 31 23:32:13 +0000 2018,-0.2732,0.0,0.123,0.877,11
311,FoxNews,".@JuliaManch: ""Vladimir Putin is definitely trying to put a message out to the West, saying, 'Don't mess with Russi… https://t.co/t3VtpqTMc9",Sat Mar 31 23:20:12 +0000 2018,0.5873,0.221,0.0,0.779,12
312,FoxNews,UK's left-wing Labour Party engulfed by anti-Semitism crisis https://t.co/8rT0vzqFpr,Sat Mar 31 22:59:21 +0000 2018,-0.34,0.196,0.297,0.507,13
313,FoxNews,".@THEHermanCain: ""Fix the Post Office. Fix the postal system. It has been losing money for decades and they won't f… https://t.co/bIS5Ra6I0F",Sat Mar 31 22:51:00 +0000 2018,-0.3818,0.0,0.115,0.885,14
314,FoxNews,"On @foxandfriends, @RealCandaceO called @HillaryClinton's recent comments ""remarkably tone-deaf.""… https://t.co/rDUH4srnFc",Sat Mar 31 22:42:50 +0000 2018,0.0,0.0,0.0,1.0,15
315,FoxNews,RT @FoxBusiness: 'Angry Birds' maker Rovio cuts boardroom pay after profit warning  https://t.co/GvpVT1S6l0,Sat Mar 31 22:42:20 +0000 2018,-0.6597,0.144,0.46,0.396,16
316,FoxNews,RT @FoxBusiness: .@aimmune therapeutics reports positive results in peanut allergy study. https://t.co/yOd0riLwqW,Sat Mar 31 22:42:18 +0000 2018,0.5574,0.247,0.0,0.753,17
317,FoxNews,.@kimguilfoyle on @HillaryClinton's Election Complaints: 'Nobody Likes a Sore Loser' https://t.co/TPed7rXo7Z,Sat Mar 31 22:37:48 +0000 2018,-0.7003,0.161,0.494,0.345,18
318,FoxNews,The @DeptofDefense has released the identity of an American soldier killed in Syria on Friday. Master Sgt. Johnatha… https://t.co/X6DqXih2S0,Sat Mar 31 22:28:28 +0000 2018,-0.6705,0.0,0.2,0.8,19
319,FoxNews,'Palm Sunday Massacre' gunman who killed 10 people in 1984 discreetly released from prison https://t.co/scZlYODzSF,Sat Mar 31 22:21:33 +0000 2018,-0.8316,0.0,0.375,0.625,20
320,FoxNews,"Carter Page: ""I've never spoken to Donald #Trump in my entire life."" https://t.co/8HzkjYoA0g @WattersWorld https://t.co/9pYpwDk6DR",Sun Apr 01 00:17:45 +0000 2018,0.0,0.0,0.0,1.0,21
321,FoxNews,Gun rights activists hand out high-capacity magazines at Vermont rally https://t.co/DZBBUNQDwI,Sun Apr 01 00:14:50 +0000 2018,0.2023,0.219,0.164,0.616,22
322,FoxNews,Teens begin Mississippi-to-Memphis march in honor of King https://t.co/2NMsPHKwxA,Sun Apr 01 00:10:32 +0000 2018,0.4939,0.286,0.0,0.714,23
323,FoxNews,Swedish agency nixes booklet for immigrants on child marriage https://t.co/Oal2TVzeSx,Sat Mar 31 23:57:32 +0000 2018,0.0,0.0,0.0,1.0,24
324,FoxNews,New York Auto Show opens to the public and debuts brand new vehicles https://t.co/DlOEonqpOb,Sat Mar 31 23:54:55 +0000 2018,0.0,0.0,0.0,1.0,25
325,FoxNews,Footage shows Texas man pointing gun at officer before being shot to death https://t.co/bLbK9DlfL8,Sat Mar 31 23:48:03 +0000 2018,-0.743,0.0,0.344,0.656,26
326,FoxNews,.@chrissyteigen 'grew up' with 'Roseanne' but says she will not watch reboot https://t.co/pthlGFnWQH,Sat Mar 31 23:45:27 +0000 2018,0.0,0.0,0.0,1.0,27
327,FoxNews,"Federal prosecutor evaluating alleged FBI, DOJ wrongdoing, no second special counsel for now https://t.co/RE9wFw2qSZ https://t.co/aQapBLcfVz",Sat Mar 31 23:40:48 +0000 2018,0.128,0.151,0.123,0.726,28
328,FoxNews,#Trump rips California governor for pardoning ex-cons facing deportation https://t.co/ylWu7LJnfa,Sat Mar 31 23:38:50 +0000 2018,0.4019,0.231,0.0,0.769,29
329,FoxNews,Fifth straight day of Sacramento protests over fatal police shooting of Stephon Clark https://t.co/TwQ8ED7rbu https://t.co/lF6tD55aWT,Sat Mar 31 23:34:56 +0000 2018,-0.5423,0.098,0.28,0.622,30
330,FoxNews,"Two boys tried to steal pizza delivery car but could not drive stick, cops say https://t.co/gJ0MQYHDXV",Sat Mar 31 23:32:13 +0000 2018,-0.2732,0.0,0.123,0.877,31
331,FoxNews,".@JuliaManch: ""Vladimir Putin is definitely trying to put a message out to the West, saying, 'Don't mess with Russi… https://t.co/t3VtpqTMc9",Sat Mar 31 23:20:12 +0000 2018,0.5873,0.221,0.0,0.779,32
332,FoxNews,UK's left-wing Labour Party engulfed by anti-Semitism crisis https://t.co/8rT0vzqFpr,Sat Mar 31 22:59:21 +0000 2018,-0.34,0.196,0.297,0.507,33
333,FoxNews,".@THEHermanCain: ""Fix the Post Office. Fix the postal system. It has been losing money for decades and they won't f… https://t.co/bIS5Ra6I0F",Sat Mar 31 22:51:00 +0000 2018,-0.3818,0.0,0.115,0.885,34
334,FoxNews,"On @foxandfriends, @RealCandaceO called @HillaryClinton's recent comments ""remarkably tone-deaf.""… https://t.co/rDUH4srnFc",Sat Mar 31 22:42:50 +0000 2018,0.0,0.0,0.0,1.0,35
335,FoxNews,RT @FoxBusiness: 'Angry Birds' maker Rovio cuts boardroom pay after profit warning  https://t.co/GvpVT1S6l0,Sat Mar 31 22:42:20 +0000 2018,-0.6597,0.144,0.46,0.396,36
336,FoxNews,RT @FoxBusiness: .@aimmune therapeutics reports positive results in peanut allergy study. https://t.co/yOd0riLwqW,Sat Mar 31 22:42:18 +0000 2018,0.5574,0.247,0.0,0.753,37
337,FoxNews,.@kimguilfoyle on @HillaryClinton's Election Complaints: 'Nobody Likes a Sore Loser' https://t.co/TPed7rXo7Z,Sat Mar 31 22:37:48 +0000 2018,-0.7003,0.161,0.494,0.345,38
338,FoxNews,The @DeptofDefense has released the identity of an American soldier killed in Syria on Friday. Master Sgt. Johnatha… https://t.co/X6DqXih2S0,Sat Mar 31 22:28:28 +0000 2018,-0.6705,0.0,0.2,0.8,39
339,FoxNews,'Palm Sunday Massacre' gunman who killed 10 people in 1984 discreetly released from prison https://t.co/scZlYODzSF,Sat Mar 31 22:21:33 +0000 2018,-0.8316,0.0,0.375,0.625,40
340,FoxNews,Students at Florida high school stage walkout in support of Second Amendment https://t.co/u8qoYHEqlW,Sat Mar 31 22:00:00 +0000 2018,0.1027,0.169,0.144,0.688,41
341,FoxNews,‘Roseanne’ reboot could upend left-wing dogma in Hollywood - via @FoxBusiness https://t.co/J1pxrwH3Rc,Sat Mar 31 21:49:57 +0000 2018,0.0,0.0,0.0,1.0,42
342,FoxNews,Judge bars US from 'obstructing' illegal minors' access to abortions while ACLU suit plays out https://t.co/k6ROsxYKPr,Sat Mar 31 21:42:52 +0000 2018,-0.3818,0.102,0.184,0.714,43
343,FoxNews,".@RobertJohnDavi: ""@therealroseanne always had an every-man appeal, every-woman appeal...A certain essence that she… https://t.co/REJt0Oyorf",Sat Mar 31 21:23:16 +0000 2018,0.2732,0.139,0.0,0.861,44
344,FoxNews,"RT @FoxBusiness: Trump tariffs will keep China from ‘screwing’ American workers, Kellyanne Conway says https://t.co/U8iZDV4gxl",Sat Mar 31 21:20:03 +0000 2018,0.0,0.0,0.0,1.0,45
345,FoxNews,RT @FoxBusiness: .@WaltDisneyWorld announces free dining for kids this summer https://t.co/CXTMd4GG0j https://t.co/5PCtTMLMKO,Sat Mar 31 21:20:00 +0000 2018,0.5106,0.231,0.0,0.769,46
346,FoxNews,".@RepGaramendi: ""I don't know what Jerry Brown had in mind."" https://t.co/WE6H3N8bxC https://t.co/tPmD5nHqmb",Sat Mar 31 21:18:40 +0000 2018,0.0,0.0,0.0,1.0,47
347,FoxNews,Kim Kardashian shares Caitlyn Jenner throwback picture before her transition https://t.co/zq9igN3N4k,Sat Mar 31 21:16:36 +0000 2018,0.296,0.18,0.0,0.82,48
348,FoxNews,"Consulate employees remove the U.S flag at the U.S. consulate in St. Petersburg, Russia. https://t.co/XP9mYWeylu",Sat Mar 31 21:04:54 +0000 2018,0.0,0.0,0.0,1.0,49
349,FoxNews,New Connecticut veterans memorial misspells president's name https://t.co/ze7cwdQMUw,Sat Mar 31 21:00:00 +0000 2018,0.0,0.0,0.0,1.0,50
350,FoxNews,EPA chief Scott Pruitt's rental of condo from energy lobbyist's wife under scrutiny https://t.co/MhPJAl5MrM,Sat Mar 31 20:58:39 +0000 2018,0.2732,0.139,0.0,0.861,51
351,FoxNews,'Are You Going to Answer the Question?': @TuckerCarlson Battles Assault Weapons Ban Advocate https://t.co/ZdzPJPIEft,Sat Mar 31 20:52:30 +0000 2018,-0.9169,0.0,0.563,0.437,52
352,FoxNews,Illegal immigrant nabbed after going on the lam in 1995 for impregnating 12-year-old daughter https://t.co/uUFkKRHmFS,Sat Mar 31 20:44:56 +0000 2018,-0.5574,0.0,0.205,0.795,53
353,FoxNews,Independent autopsy shows Stephon Clark was shot in the back several times. https://t.co/oP76CEgrcn https://t.co/QpTX3Yz876,Sat Mar 31 20:39:43 +0000 2018,0.0,0.0,0.0,1.0,54
354,FoxNews,.@Pontifex holds a candle as he presides over a solemn #Easter vigil ceremony in St. Peter's Basilica at the Vatica… https://t.co/3NEhBDHyjl,Sat Mar 31 20:36:54 +0000 2018,-0.0772,0.0,0.067,0.933,55
355,FoxNews,"RT @EricShawnTV: I anchor @FoxNews at 5pm EDT with @ArthelNeville: As the #Hamas unrest continues, @IsraeliPM @netanyahu spokesman @DavidKe…",Sat Mar 31 20:34:43 +0000 2018,0.0,0.0,0.0,1.0,56
356,FoxNews,"On ""Hannity"" last night, @HeyTammyBruce said that as a feminist she was embarrassed by @HillaryClinton's behavior s… https://t.co/9SA8H0gkX1",Sat Mar 31 20:32:00 +0000 2018,-0.3612,0.0,0.135,0.865,57
357,FoxNews,.@DrMGuillen: #Easter’s blue moon is a message from the heavens https://t.co/RpEE5J34MU,Sat Mar 31 20:30:38 +0000 2018,0.4019,0.231,0.0,0.769,58
358,FoxNews,"TOMORROW: The Civil War Begins on Episode 2 of 'Legends &amp; Lies', hosted by Brian @Kilmeade - Tune in at 8p ET on Fo… https://t.co/pa8IKiHNIk",Sat Mar 31 20:29:00 +0000 2018,-0.5994,0.0,0.151,0.849,59
359,FoxNews,".@RepBrianMast, a Congressman from Florida and @USArmy veteran, demanded better service from the @DeptVetAffairs. https://t.co/YjfZeEvsBX",Sat Mar 31 20:24:29 +0000 2018,0.25,0.173,0.113,0.714,60
360,FoxNews,Trump calls Amazon's deal with Postal Service a 'scam' costing 'billions' https://t.co/IZo9zPtOLP,Sat Mar 31 19:44:24 +0000 2018,0.0,0.0,0.0,1.0,61
361,FoxNews,California Sen. @KamalaHarris slammed the @NRA for its spike in donations since the Parkland high school shooting.… https://t.co/PBAqGtq0ZU,Sat Mar 31 19:28:53 +0000 2018,0.0,0.0,0.0,1.0,62
362,FoxNews,"TONIGHT on @WattersWorld, @JesseBWatters has an exclusive interview with Carter Page - Tune in tonight at 8p ET on… https://t.co/WNwMkeXlHc",Sat Mar 31 19:25:00 +0000 2018,0.128,0.077,0.0,0.923,63
363,FoxNews,Fox News Poll: More enthusiastic about voting this year than usual. https://t.co/ChTZ7ubgwE,Sat Mar 31 19:20:00 +0000 2018,0.5413,0.241,0.0,0.759,64
364,FoxNews,.@HillaryClinton: No one tells a man to go away. https://t.co/VGn9BcoKnF https://t.co/xkwPnjmL4V,Sat Mar 31 19:15:00 +0000 2018,-0.296,0.0,0.196,0.804,65
365,FoxNews,".@RepDaveBrat: ""The new appointment isn't sufficient. He reports to Rosenstein and Rosenstein is in the middle of t… https://t.co/rax6szJWoI",Sat Mar 31 19:10:04 +0000 2018,0.0,0.0,0.0,1.0,66
366,FoxNews,"Sheriff Mark Dannels: ""We need to have a secure border in this country."" https://t.co/dNm1Dwb7jn",Sat Mar 31 19:05:00 +0000 2018,0.34,0.167,0.0,0.833,67
367,FoxNews,"RT @FoxBusiness: .@KatrinaCampins on rising mortgage rates: ""It's time to really take advantage of these rates now before they continue to…",Sat Mar 31 18:58:06 +0000 2018,0.3134,0.102,0.0,0.898,68
368,FoxNews,"RT @FoxBusiness: Yeti IPO canceled: $1,300 cooler seller cites ‘market conditions’ https://t.co/XZm1I59pfq",Sat Mar 31 18:58:04 +0000 2018,0.0,0.0,0.0,1.0,69
369,FoxNews,"Sheriff A.J. Louderback: ""We're a nation of laws, and Texas sheriffs and sheriffs across this country are here to s… https://t.co/ii97bl9RmU",Sat Mar 31 18:58:00 +0000 2018,0.0,0.0,0.0,1.0,70
370,FoxNews,".@GiannoCaldwell on Statue Removal: Keep the Founders Up, Put Confederates in Museums https://t.co/4CZC1er3J4",Sat Mar 31 18:55:10 +0000 2018,0.0,0.0,0.0,1.0,71
371,FoxNews,"Meghan Markle and Prince Harry's wedding reported to cost a grand $45 million
https://t.co/HjM7XrhN27",Sat Mar 31 18:54:45 +0000 2018,0.4588,0.2,0.0,0.8,72
372,FoxNews,"A top @CBP official pushed back Friday on reports that frontline border agents do not support @POTUS’ border wall,… https://t.co/aeKNXDIUoS",Sat Mar 31 18:53:22 +0000 2018,-0.1174,0.085,0.107,0.807,73
373,FoxNews,".@Beyonce bite: Sanaa Lathan is reportedly the star who bit the singer 
https://t.co/nwkV4SOHPa",Sat Mar 31 18:48:07 +0000 2018,0.0,0.0,0.0,1.0,74
374,FoxNews,Alabama man directs girlfriend to rape his 11-year-old autistic son he believed was gay https://t.co/PvoJqb6A6C,Sat Mar 31 18:40:09 +0000 2018,-0.6908,0.0,0.251,0.749,75
375,FoxNews,Teen battling cancer crowned honorary prom queen by South Carolina high school https://t.co/77XM6dvN5D,Sat Mar 31 18:37:39 +0000 2018,-0.6249,0.127,0.344,0.529,76
376,FoxNews,Pippa Middleton's father-in-law arrested and charged with raping a child in 1990s https://t.co/dgH1580iMX,Sat Mar 31 18:33:30 +0000 2018,-0.8658,0.0,0.519,0.481,77
377,FoxNews,Independent autopsy shows Stephon Clark was shot in the back several times. https://t.co/oP76CEgrcn https://t.co/fz5u8VYBHE,Sat Mar 31 18:32:00 +0000 2018,0.0,0.0,0.0,1.0,78
378,FoxNews,Students at Florida high school stage walkout in support of Second Amendment https://t.co/io7iqMzOIq,Sat Mar 31 18:15:30 +0000 2018,0.1027,0.169,0.144,0.688,79
379,FoxNews,'Palm Sunday Massacre' gunman who killed 10 people in 1984 discreetly released from prison https://t.co/scZlYODzSF,Sat Mar 31 18:09:32 +0000 2018,-0.8316,0.0,0.375,0.625,80
380,FoxNews,President @realDonaldTrump rips California governor for pardoning ex-cons facing deportation https://t.co/o01j8DXBO7 https://t.co/EltghzNHte,Sat Mar 31 18:02:38 +0000 2018,0.4019,0.197,0.0,0.803,81
381,FoxNews,".@RobertJohnDavi Praises 'Roseanne' Reboot: Hollywood Usually Shows 'Antithesis' of 'America First'
https://t.co/hYJ9MC5xjh",Sat Mar 31 17:55:21 +0000 2018,0.5267,0.236,0.0,0.764,82
382,FoxNews,".@HeyTammyBruce: ""As a feminist, it's embarrassing I think for every woman out there that this woman who's the firs… https://t.co/4YDvLyi9tu",Sat Mar 31 17:49:03 +0000 2018,-0.3818,0.0,0.133,0.867,83
383,FoxNews,".@MissDiagnosis: ""Women associated with terrorism have many roles. They have been enablers. They have been handlers… https://t.co/RcchIXcULD",Sat Mar 31 17:49:00 +0000 2018,-0.6808,0.0,0.223,0.777,84
384,FoxNews,Winning ticket for Mega Millions jackpot sold in New Jersey https://t.co/DfuJZFzazv,Sat Mar 31 17:42:03 +0000 2018,0.5267,0.254,0.0,0.746,85
385,FoxNews,".@RepGaramendi: ""I don't know what Jerry Brown had in mind."" https://t.co/WE6H3NpMpa https://t.co/x2BXnu2Efv",Sat Mar 31 17:36:00 +0000 2018,0.0,0.0,0.0,1.0,86
386,FoxNews,".@RepMikeCoffman: ""Former @SecShulkin was removed because he was an incompetent leader."" https://t.co/IuPmo7Ghan",Sat Mar 31 17:30:15 +0000 2018,-0.4767,0.0,0.22,0.78,87
387,FoxNews,"Anti-Trump artists convert NYC Trump hotel room into exhibit complete with live rats
https://t.co/SQ9g8FMd9B",Sat Mar 31 17:25:18 +0000 2018,0.0,0.0,0.0,1.0,88
388,FoxNews,"On @foxandfriends, @RealCandaceO called @HillaryClinton's recent comments ""remarkably tone-deaf.""… https://t.co/ZdnZkfORno",Sat Mar 31 17:25:00 +0000 2018,0.0,0.0,0.0,1.0,89
389,FoxNews,"RT @FoxBusiness: .@kayleighmcenany: ""We want to defund sanctuary cities, we want to defund @PPFA. These are basic conservative principles..…",Sat Mar 31 17:22:07 +0000 2018,0.1531,0.133,0.0,0.867,90
390,FoxNews,RT @FoxBusiness: Toys ‘R’ Us would-be savior disappointed others haven’t stepped forward https://t.co/5oZJ51v0aH,Sat Mar 31 17:22:04 +0000 2018,-0.4767,0.0,0.205,0.795,91
391,FoxNews,"RT @FoxBusiness: Twitter officially bans cryptocurrency ads, joining Facebook, Google https://t.co/vKDfwn7sJV",Sat Mar 31 17:21:57 +0000 2018,0.0,0.0,0.0,1.0,92
392,FoxNews,"TOMORROW on @SundayFutures, @MariaBartiromo speaks to @DarrellIssa and Gen. Jack Keane - Tune in at 10a ET on Fox N… https://t.co/LSXHd7LHDb",Sat Mar 31 17:20:00 +0000 2018,0.0,0.0,0.0,1.0,93
393,FoxNews,"Bullied Oklahoma boy, 7, adopts rescue cat with same rare eye condition and cleft lip https://t.co/l5p1EwI6VD",Sat Mar 31 17:14:50 +0000 2018,-0.0258,0.226,0.186,0.588,94
394,FoxNews,".@Peggynoonannyc: The wisdom of Oscar Hammerstein -- What his example can teach us today
https://t.co/qnPMiJRSpF",Sat Mar 31 17:10:56 +0000 2018,0.5267,0.195,0.0,0.805,95
395,FoxNews,".@dangainor: Trump’s census question sends media into panic and other ridiculous news disasters
https://t.co/LjOxn589xG",Sat Mar 31 17:08:56 +0000 2018,-0.8555,0.0,0.461,0.539,96
396,FoxNews,Disney star Alyson Stoner opens up about sexuality: 'I fell in love with a woman' https://t.co/w2IBIh4gxO,Sat Mar 31 16:59:01 +0000 2018,0.6369,0.231,0.0,0.769,97
397,FoxNews,".@RealCandaceO: ""[@TheDemocrats] have been flying on autopilot for so long, just throwing out names - everybody's r… https://t.co/DSSAZwhq7R",Sat Mar 31 16:53:35 +0000 2018,0.0,0.0,0.0,1.0,98
398,FoxNews,"TOMORROW: The Civil War Begins on Episode 2 of 'Legends &amp; Lies', hosted by Brian @Kilmeade - Tune in at 8p ET on Fo… https://t.co/VzGJHwAeDy",Sat Mar 31 16:49:00 +0000 2018,-0.5994,0.0,0.151,0.849,99
399,FoxNews,"On @foxandfriends, @dbongino slammed liberal teachers who bring their politics into the classroom.… https://t.co/nexv9QPmwK",Sat Mar 31 16:45:00 +0000 2018,0.0,0.0,0.0,1.0,100
400,nytimes,Michigan Ends the Loyola Dream in the Final Four https://t.co/B7PtMbHAjk,Sun Apr 01 00:18:49 +0000 2018,0.25,0.182,0.0,0.818,1
401,nytimes,Avocados drive the economy in Mexico’s Michoacán state. Residents call the fruit “green gold.” https://t.co/uzz7b5fUXK,Sun Apr 01 00:16:37 +0000 2018,0.0,0.0,0.0,1.0,2
402,nytimes,"These arctic foxes turned ""blue."" It was a good thing. https://t.co/QpCHno4Fmh https://t.co/W5akEVkPpY",Sat Mar 31 23:57:10 +0000 2018,0.4404,0.225,0.0,0.775,3
403,nytimes,Bringing Back ‘Dougla’ Is a Family Affair https://t.co/2v09smRAxA,Sat Mar 31 23:39:34 +0000 2018,0.0,0.0,0.0,1.0,4
404,nytimes,"At Gaza Fence, Violence Fades as Israel Warns of Broader Response https://t.co/y6MNbHC1h8",Sat Mar 31 23:30:14 +0000 2018,-0.6705,0.0,0.355,0.645,5
405,nytimes,"For at least a year, van Gogh lived in Provence in a kind of Japanese dream https://t.co/vmmrl6nKHU",Sat Mar 31 23:17:32 +0000 2018,0.25,0.125,0.0,0.875,6
406,nytimes,"The @FrugalTraveler explores Tuscon, Arizona, and finds great food (at great prices) — but also stunning natural be… https://t.co/XVl52uwcqf",Sat Mar 31 22:58:13 +0000 2018,0.8945,0.456,0.0,0.544,7
407,nytimes,"In Ann Arbor, and in Detroit, Albert Kahn’s buildings not only seem modern — they’re timeless https://t.co/GLllJNfB2F",Sat Mar 31 22:39:19 +0000 2018,0.0,0.0,0.0,1.0,8
408,nytimes,"Like the best simple desserts, this one is plain. Nothing about its looks dazzles. But there’s beauty in its homeli… https://t.co/iCI7L0JL5d",Sat Mar 31 22:19:59 +0000 2018,0.8885,0.368,0.0,0.632,9
409,nytimes,"She wasn’t looking for a husband when she moved to a new apartment in 2010, but that's exactly what she found https://t.co/kg449CilwX",Sat Mar 31 22:00:23 +0000 2018,0.0,0.0,0.0,1.0,10
410,nytimes,‘2 Bitter Options’ for Syrians Trapped Between Assad and Extremists https://t.co/BqTPXUzSx2,Sat Mar 31 21:53:47 +0000 2018,-0.7351,0.0,0.408,0.592,11
